2024-05-06 18:09:42 CPU Usage: 20.6% | Memory Usage: 22.79% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
58a77735eccd   edgeservice           27.15%    210.3MiB / 1GiB       20.54%    5.92MB / 7.1MB    0B / 1.4MB      39
893a597ee7e4   tripmanagementquery   13.34%    257MiB / 1GiB         25.10%    6.57MB / 2.78MB   0B / 2.02MB     59
a590ec851b1e   calculationservice    0.00%     3.004MiB / 1GiB       0.29%     40.8kB / 39.7kB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     24.66%    269.1MiB / 1GiB       26.28%    4.69MB / 13.8MB   0B / 17MB       53
542de0862de7   gmapsadapter          0.00%     50.34MiB / 1GiB       4.92%     346kB / 29.5kB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     16.3kB / 10.9kB   0B / 0B         5
9bc901cb6181   userservice           0.11%     1.468GiB / 2GiB       73.40%    76.5kB / 60.6kB   0B / 1.97MB     40
4b76beba0bca   logstash              0.52%     483.4MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.11MB     40
9d48986e2e38   kibana                4.23%     479.5MiB / 1GiB       46.83%    2.3MB / 5.03MB    0B / 8.19kB     12
169fc0d27e17   monitor               0.60%     548.9MiB / 2GiB       26.80%    974kB / 45.1kB    0B / 2.83MB     18
8e05f3f7005f   elasticsearch         1.81%     1.416GiB / 2GiB       70.79%    5.03MB / 2.22MB   0B / 4.69MB     87
8c8b2a42cbcb   mongo                 3.09%     45.63MiB / 1GiB       4.46%     8.42MB / 2.07MB   41kB / 10.2MB   22
7cac5634af4e   rabbitmq              3.41%     99.76MiB / 512MiB     19.48%    5.79MB / 5.69MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.62%     841.5MiB / 1GiB       82.18%    132kB / 124kB     0B / 1.11MB     63 | Load Average:  1.17, 1.62, 1.96 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.504/1.670/1.828/0.121 Avg:ms Max:
2024-05-06 18:11:17 CPU Usage: 45.5% | Memory Usage: 23.49% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           16.00%    210.3MiB / 1GiB       20.54%    6.59MB / 7.9MB    0B / 1.44MB     39
893a597ee7e4   tripmanagementquery   5.19%     257.7MiB / 1GiB       25.17%    7.2MB / 3.04MB    0B / 2.03MB     59
a590ec851b1e   calculationservice    0.07%     3.016MiB / 1GiB       0.29%     41.5kB / 40.4kB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     18.71%    269.8MiB / 1GiB       26.35%    5.14MB / 15.1MB   0B / 22.9MB     53
542de0862de7   gmapsadapter          0.00%     50.34MiB / 1GiB       4.92%     346kB / 29.5kB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     16.5kB / 11.1kB   0B / 0B         5
9bc901cb6181   userservice           0.11%     1.468GiB / 2GiB       73.40%    76.5kB / 60.6kB   0B / 1.97MB     40
4b76beba0bca   logstash              1.40%     483.4MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.15MB     40
9d48986e2e38   kibana                3.44%     479.5MiB / 1GiB       46.83%    2.31MB / 5.07MB   0B / 8.19kB     12
169fc0d27e17   monitor               3.01%     549.8MiB / 2GiB       26.84%    1.06MB / 49.1kB   0B / 2.87MB     18
8e05f3f7005f   elasticsearch         0.77%     1.416GiB / 2GiB       70.79%    5.07MB / 2.22MB   0B / 4.75MB     87
8c8b2a42cbcb   mongo                 2.38%     46.59MiB / 1GiB       4.55%     9.23MB / 2.27MB   41kB / 11.1MB   22
7cac5634af4e   rabbitmq              3.56%     99.78MiB / 512MiB     19.49%    6.34MB / 6.24MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      3.83%     841.7MiB / 1GiB       82.19%    134kB / 125kB     0B / 1.13MB     63 | Load Average:  0.99, 1.57, 1.94 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.717/1.762/1.851/0.046 Avg:ms Max:
2024-05-06 18:11:24 CPU Usage: 31.2% | Memory Usage: 23.53% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           8.88%     210.3MiB / 1GiB       20.54%    7.17MB / 8.6MB    0B / 1.45MB     39
893a597ee7e4   tripmanagementquery   4.81%     258.1MiB / 1GiB       25.20%    7.93MB / 3.35MB   0B / 2.06MB     59
a590ec851b1e   calculationservice    0.00%     3.016MiB / 1GiB       0.29%     41.7kB / 40.6kB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     22.26%    270.7MiB / 1GiB       26.43%    5.65MB / 16.6MB   0B / 27.2MB     53
542de0862de7   gmapsadapter          0.00%     50.34MiB / 1GiB       4.92%     346kB / 29.5kB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     16.6kB / 11.2kB   0B / 0B         5
9bc901cb6181   userservice           0.10%     1.468GiB / 2GiB       73.40%    76.5kB / 60.6kB   0B / 1.99MB     40
4b76beba0bca   logstash              0.54%     483.4MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.16MB     40
9d48986e2e38   kibana                3.64%     478.8MiB / 1GiB       46.75%    2.32MB / 5.14MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.37%     550.8MiB / 2GiB       26.90%    1.15MB / 53.1kB   0B / 2.89MB     18
8e05f3f7005f   elasticsearch         0.43%     1.416GiB / 2GiB       70.80%    5.14MB / 2.24MB   0B / 4.81MB     88
8c8b2a42cbcb   mongo                 5.72%     47.94MiB / 1GiB       4.68%     10.2MB / 2.49MB   41kB / 12.1MB   22
7cac5634af4e   rabbitmq              3.19%     99.8MiB / 512MiB      19.49%    6.98MB / 6.87MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.68%     841.7MiB / 1GiB       82.19%    134kB / 125kB     0B / 1.13MB     63 | Load Average:  0.99, 1.56, 1.93 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.287/1.446/1.650/0.133 Avg:ms Max:
2024-05-06 18:11:32 CPU Usage: 29.4% | Memory Usage: 23.52% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           18.94%    210.3MiB / 1GiB       20.54%    7.79MB / 9.33MB   0B / 1.49MB   39
893a597ee7e4   tripmanagementquery   4.03%     264.6MiB / 1GiB       25.84%    8.6MB / 3.63MB    0B / 2.08MB   59
a590ec851b1e   calculationservice    0.00%     3.039MiB / 1GiB       0.30%     42.3kB / 41.4kB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     10.51%    271.7MiB / 1GiB       26.53%    6.12MB / 18MB     0B / 27.2MB   53
542de0862de7   gmapsadapter          0.00%     50.34MiB / 1GiB       4.92%     346kB / 29.5kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     16.8kB / 11.4kB   0B / 0B       5
9bc901cb6181   userservice           0.20%     1.468GiB / 2GiB       73.40%    76.5kB / 60.6kB   0B / 2MB      40
4b76beba0bca   logstash              1.40%     483.6MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.19MB   40
9d48986e2e38   kibana                3.42%     478.8MiB / 1GiB       46.75%    2.33MB / 5.18MB   0B / 8.19kB   12
169fc0d27e17   monitor               4.18%     551.7MiB / 2GiB       26.94%    1.24MB / 57.1kB   0B / 2.93MB   18
8e05f3f7005f   elasticsearch         12.93%    1.416GiB / 2GiB       70.82%    5.18MB / 2.24MB   0B / 4.81MB   89
8c8b2a42cbcb   mongo                 2.39%     48.94MiB / 1GiB       4.78%     11MB / 2.7MB      41kB / 13MB   22
7cac5634af4e   rabbitmq              2.40%     99.8MiB / 512MiB      19.49%    7.57MB / 7.45MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.76%     841.7MiB / 1GiB       82.20%    135kB / 125kB     0B / 1.13MB   63 | Load Average:  0.92, 1.52, 1.92 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.376/1.745/1.918/0.195 Avg:ms Max:
2024-05-06 18:11:40 CPU Usage: 40% | Memory Usage: 23.57% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           19.91%    210.3MiB / 1GiB       20.54%    8.53MB / 10.2MB   0B / 1.52MB   39
893a597ee7e4   tripmanagementquery   4.36%     264.6MiB / 1GiB       25.84%    9.33MB / 3.93MB   0B / 2.11MB   59
a590ec851b1e   calculationservice    0.00%     3.039MiB / 1GiB       0.30%     42.3kB / 41.4kB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     14.86%    272.5MiB / 1GiB       26.62%    6.64MB / 19.5MB   0B / 27.2MB   53
542de0862de7   gmapsadapter          0.00%     50.39MiB / 1GiB       4.92%     348kB / 30.5kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.06%     1.66MiB / 1GiB        0.16%     16.9kB / 11.5kB   0B / 0B       5
9bc901cb6181   userservice           0.14%     1.468GiB / 2GiB       73.41%    77kB / 61.5kB     0B / 2.02MB   40
4b76beba0bca   logstash              0.44%     483.4MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.21MB   40
9d48986e2e38   kibana                3.63%     478.8MiB / 1GiB       46.75%    2.33MB / 5.24MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.44%     552.6MiB / 2GiB       26.98%    1.32MB / 60.6kB   0B / 2.95MB   18
8e05f3f7005f   elasticsearch         3.14%     1.416GiB / 2GiB       70.82%    5.23MB / 2.25MB   0B / 4.82MB   89
8c8b2a42cbcb   mongo                 3.33%     50.02MiB / 1GiB       4.89%     12MB / 2.92MB     41kB / 14MB   22
7cac5634af4e   rabbitmq              3.52%     99.82MiB / 512MiB     19.50%    8.22MB / 8.09MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.72%     841.7MiB / 1GiB       82.20%    137kB / 128kB     0B / 1.13MB   63 | Load Average:  1.01, 1.53, 1.92 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.406/1.572/1.775/0.128 Avg:ms Max:
2024-05-06 18:11:48 CPU Usage: 34.3% | Memory Usage: 23.57% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           8.03%     210.3MiB / 1GiB       20.54%    9.16MB / 11MB     0B / 1.54MB   39
893a597ee7e4   tripmanagementquery   3.74%     264.6MiB / 1GiB       25.84%    10MB / 4.23MB     0B / 2.13MB   59
a590ec851b1e   calculationservice    0.00%     3.051MiB / 1GiB       0.30%     43kB / 42.1kB     0B / 0B       6
ee7d2be91e49   tripmanagementcmd     13.01%    273.9MiB / 1GiB       26.75%    7.13MB / 21MB     0B / 33MB     53
542de0862de7   gmapsadapter          0.00%     50.39MiB / 1GiB       4.92%     349kB / 30.6kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     16.9kB / 11.5kB   0B / 0B       5
9bc901cb6181   userservice           0.12%     1.468GiB / 2GiB       73.41%    77kB / 61.5kB     0B / 2.04MB   40
4b76beba0bca   logstash              1.44%     483.5MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.24MB   40
9d48986e2e38   kibana                3.98%     478.8MiB / 1GiB       46.75%    2.34MB / 5.3MB    0B / 8.19kB   12
169fc0d27e17   monitor               0.67%     553.8MiB / 2GiB       27.04%    1.41MB / 64.6kB   0B / 2.95MB   18
8e05f3f7005f   elasticsearch         1.74%     1.418GiB / 2GiB       70.90%    5.29MB / 2.26MB   0B / 4.85MB   89
8c8b2a42cbcb   mongo                 2.86%     51.1MiB / 1GiB        4.99%     12.9MB / 3.14MB   41kB / 15MB   22
7cac5634af4e   rabbitmq              3.46%     99.71MiB / 512MiB     19.47%    8.83MB / 8.69MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      2.38%     841.8MiB / 1GiB       82.21%    139kB / 129kB     0B / 1.16MB   63 | Load Average:  0.93, 1.50, 1.90 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.318/1.744/2.126/0.258 Avg:ms Max:
2024-05-06 18:11:56 CPU Usage: 18.8% | Memory Usage: 23.59% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           7.18%     210.3MiB / 1GiB       20.54%    9.82MB / 11.7MB   0B / 1.57MB   39
893a597ee7e4   tripmanagementquery   3.90%     264.7MiB / 1GiB       25.85%    10.8MB / 4.53MB   0B / 2.16MB   59
a590ec851b1e   calculationservice    0.00%     3.051MiB / 1GiB       0.30%     43.3kB / 42.4kB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     13.85%    274.8MiB / 1GiB       26.83%    7.64MB / 22.5MB   0B / 33MB     53
542de0862de7   gmapsadapter          0.00%     50.39MiB / 1GiB       4.92%     349kB / 30.6kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     17kB / 11.6kB     0B / 0B       5
9bc901cb6181   userservice           0.12%     1.468GiB / 2GiB       73.41%    77kB / 61.5kB     0B / 2.05MB   40
4b76beba0bca   logstash              1.24%     483.5MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.25MB   40
9d48986e2e38   kibana                3.71%     478.8MiB / 1GiB       46.76%    2.36MB / 5.34MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.45%     554.8MiB / 2GiB       27.09%    1.5MB / 68.6kB    0B / 2.95MB   18
8e05f3f7005f   elasticsearch         8.08%     1.418GiB / 2GiB       70.91%    5.33MB / 2.27MB   0B / 4.92MB   89
8c8b2a42cbcb   mongo                 2.66%     52.23MiB / 1GiB       5.10%     13.8MB / 3.37MB   41kB / 16MB   22
7cac5634af4e   rabbitmq              72.90%    98.72MiB / 512MiB     19.28%    9.47MB / 9.32MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.48%     841.9MiB / 1GiB       82.21%    139kB / 129kB     0B / 1.16MB   63 | Load Average:  0.86, 1.47, 1.89 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.608/1.882/2.061/0.150 Avg:ms Max:
2024-05-06 18:12:04 CPU Usage: 64.7% | Memory Usage: 23.60% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           8.06%     210.3MiB / 1GiB       20.54%    10.5MB / 12.5MB   0B / 1.59MB   39
893a597ee7e4   tripmanagementquery   3.70%     264.7MiB / 1GiB       25.85%    11.5MB / 4.84MB   0B / 2.18MB   59
a590ec851b1e   calculationservice    0.00%     3.086MiB / 1GiB       0.30%     43.8kB / 43.2kB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     20.89%    275.7MiB / 1GiB       26.93%    8.16MB / 24MB     0B / 33MB     53
542de0862de7   gmapsadapter          0.00%     50.39MiB / 1GiB       4.92%     349kB / 30.6kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     17.2kB / 11.8kB   0B / 0B       5
9bc901cb6181   userservice           1.98%     1.468GiB / 2GiB       73.41%    77.5kB / 62.4kB   0B / 2.08MB   40
4b76beba0bca   logstash              0.65%     483.6MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.28MB   40
9d48986e2e38   kibana                3.78%     479.1MiB / 1GiB       46.79%    2.38MB / 5.42MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.45%     555.9MiB / 2GiB       27.14%    1.59MB / 72.7kB   0B / 2.95MB   18
8e05f3f7005f   elasticsearch         2.41%     1.418GiB / 2GiB       70.92%    5.41MB / 2.29MB   0B / 5MB      89
8c8b2a42cbcb   mongo                 3.34%     53.57MiB / 1GiB       5.23%     14.7MB / 3.6MB    41kB / 17MB   22
7cac5634af4e   rabbitmq              3.47%     98.72MiB / 512MiB     19.28%    10.1MB / 9.96MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.07%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.54%     841.9MiB / 1GiB       82.22%    140kB / 130kB     0B / 1.16MB   63 | Load Average:  0.81, 1.44, 1.88 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.490/1.650/1.814/0.134 Avg:ms Max:
2024-05-06 18:12:12 CPU Usage: 37.1% | Memory Usage: 23.61% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           7.76%     210.3MiB / 1GiB       20.54%    11.2MB / 13.3MB   0B / 1.62MB   39
893a597ee7e4   tripmanagementquery   3.60%     264.8MiB / 1GiB       25.85%    12.2MB / 5.15MB   0B / 2.21MB   59
a590ec851b1e   calculationservice    0.07%     3.086MiB / 1GiB       0.30%     44.1kB / 43.5kB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     11.85%    276.6MiB / 1GiB       27.01%    8.69MB / 25.6MB   0B / 39.2MB   53
542de0862de7   gmapsadapter          0.00%     50.58MiB / 1GiB       4.94%     351kB / 31.6kB    0B / 16.4kB   22
80cf21d912f2   notificationservice   0.00%     1.656MiB / 1GiB       0.16%     17.3kB / 11.9kB   0B / 0B       5
9bc901cb6181   userservice           0.10%     1.468GiB / 2GiB       73.41%    77.5kB / 62.4kB   0B / 2.09MB   40
4b76beba0bca   logstash              1.34%     483.6MiB / 31.34GiB   1.51%     11kB / 2.6kB      0B / 1.3MB    40
9d48986e2e38   kibana                3.90%     479.1MiB / 1GiB       46.79%    2.39MB / 5.48MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.38%     557MiB / 2GiB         27.20%    1.68MB / 76.7kB   0B / 2.97MB   18
8e05f3f7005f   elasticsearch         1.95%     1.418GiB / 2GiB       70.92%    5.47MB / 2.3MB    0B / 5MB      89
8c8b2a42cbcb   mongo                 2.79%     54.48MiB / 1GiB       5.32%     15.7MB / 3.83MB   41kB / 18MB   22
7cac5634af4e   rabbitmq              3.49%     98.72MiB / 512MiB     19.28%    10.8MB / 10.6MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.4kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.59%     842.7MiB / 1GiB       82.30%    142kB / 132kB     0B / 1.16MB   63 | Load Average:  0.76, 1.41, 1.86 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.541/1.708/1.939/0.145 Avg:ms Max:
2024-05-06 18:12:19 CPU Usage: 22.6% | Memory Usage: 23.62% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           10.02%    210.3MiB / 1GiB       20.54%    11.9MB / 14.2MB   0B / 1.63MB     39
893a597ee7e4   tripmanagementquery   0.40%     264.9MiB / 1GiB       25.87%    12.8MB / 5.38MB   0B / 2.23MB     59
a590ec851b1e   calculationservice    5.09%     6.496MiB / 1GiB       0.63%     394kB / 489kB     0B / 0B         6
ee7d2be91e49   tripmanagementcmd     0.42%     277.2MiB / 1GiB       27.07%    9.06MB / 26.7MB   0B / 39.2MB     53
542de0862de7   gmapsadapter          6.79%     51.38MiB / 1GiB       5.02%     469kB / 153kB     0B / 16.4kB     22
80cf21d912f2   notificationservice   1.70%     2.848MiB / 1GiB       0.28%     131kB / 35.1kB    0B / 0B         6
9bc901cb6181   userservice           0.19%     1.468GiB / 2GiB       73.41%    77.5kB / 62.4kB   0B / 2.11MB     40
4b76beba0bca   logstash              0.46%     483.7MiB / 31.34GiB   1.51%     11.1kB / 2.6kB    0B / 1.3MB      40
9d48986e2e38   kibana                3.28%     479.1MiB / 1GiB       46.79%    2.4MB / 5.52MB    0B / 8.19kB     12
169fc0d27e17   monitor               0.23%     557.8MiB / 2GiB       27.24%    1.76MB / 80.2kB   0B / 2.97MB     18
8e05f3f7005f   elasticsearch         0.68%     1.418GiB / 2GiB       70.91%    5.51MB / 2.31MB   0B / 5.02MB     89
8c8b2a42cbcb   mongo                 2.05%     55.42MiB / 1GiB       5.41%     16.5MB / 4.03MB   41kB / 18.9MB   22
7cac5634af4e   rabbitmq              9.87%     100.8MiB / 512MiB     19.68%    11.6MB / 11.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.5kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.43%     842.8MiB / 1GiB       82.31%    144kB / 133kB     0B / 1.18MB     63 | Load Average:  0.78, 1.40, 1.86 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.38 Write:8.90 | Network Latency: Min:1.502/1.698/1.758/0.098 Avg:ms Max:
2024-05-06 18:12:28 CPU Usage: 90.9% | Memory Usage: 23.77% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           10.25%    210.3MiB / 1GiB       20.54%    12.7MB / 15.2MB   0B / 1.67MB     39
