2024-05-06 20:49:51 CPU Usage: 18.2% | Memory Usage: 27.06% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
2024-05-06 21:29:29 CPU Usage: 59.5% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.60%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.7MB    39
893a597ee7e4   tripmanagementquery   0.69%     299.4MiB / 1GiB       29.23%    61.4MB / 25.5MB   0B / 32.9MB       63
a590ec851b1e   calculationservice    0.50%     7.547MiB / 1GiB       0.74%     56.3MB / 69.2MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     85.75%    400.1MiB / 1GiB       39.07%    85.5GB / 387MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.19%     68.58MiB / 1GiB       6.70%     35.5MB / 26MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.08%     21.83MiB / 1GiB       2.13%     18.3MB / 3.58MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.93%    621kB / 711kB     0B / 24MB         40
4b76beba0bca   logstash              0.71%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.2MB       40
9d48986e2e38   kibana                3.55%     485.5MiB / 1GiB       47.41%    17MB / 86.6MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.21%     739.6MiB / 2GiB       36.11%    38.2MB / 2.68MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.43%     1.452GiB / 2GiB       72.58%    86.4MB / 16.7MB   81.9kB / 52.7MB   88
8c8b2a42cbcb   mongo                 10.08%    107.7MiB / 1GiB       10.52%    336MB / 85.4GB    41kB / 219MB      23
7cac5634af4e   rabbitmq              1.74%     102.7MiB / 512MiB     20.06%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.08%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.50%     917.4MiB / 1GiB       89.59%    2.29MB / 1.87MB   0B / 15.5MB       63 | Load Average:  2.26, 2.06, 1.96 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.524/1.671/1.863/0.118 Avg:ms Max:
2024-05-06 21:29:37 CPU Usage: 100% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.49%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.7MB    39
893a597ee7e4   tripmanagementquery   0.69%     299.4MiB / 1GiB       29.23%    61.4MB / 25.5MB   0B / 32.9MB       63
a590ec851b1e   calculationservice    0.28%     7.586MiB / 1GiB       0.74%     56.4MB / 69.2MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.12%    400.2MiB / 1GiB       39.08%    85.6GB / 388MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.17%     69.06MiB / 1GiB       6.74%     35.5MB / 26MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.07%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.93%    622kB / 712kB     0B / 24MB         40
4b76beba0bca   logstash              0.71%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.2MB       40
9d48986e2e38   kibana                3.39%     485.5MiB / 1GiB       47.41%    17MB / 86.7MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.6MiB / 2GiB       36.11%    38.2MB / 2.69MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.88%     1.452GiB / 2GiB       72.58%    86.4MB / 16.7MB   81.9kB / 52.7MB   88
8c8b2a42cbcb   mongo                 10.11%    107.7MiB / 1GiB       10.52%    336MB / 85.6GB    41kB / 219MB      23
7cac5634af4e   rabbitmq              2.71%     103.1MiB / 512MiB     20.13%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.51%     917.4MiB / 1GiB       89.59%    2.3MB / 1.87MB    0B / 15.5MB       63 | Load Average:  2.06, 2.02, 1.95 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.539/1.727/1.891/0.130 Avg:ms Max:
2024-05-06 21:29:45 CPU Usage: 56.2% | Memory Usage: 27.40% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.50%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.8MB    39
893a597ee7e4   tripmanagementquery   0.70%     299.4MiB / 1GiB       29.23%    61.5MB / 25.6MB   0B / 32.9MB       63
a590ec851b1e   calculationservice    0.27%     7.629MiB / 1GiB       0.75%     56.4MB / 69.3MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.06%    400.3MiB / 1GiB       39.09%    85.8GB / 388MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.19%     68.79MiB / 1GiB       6.72%     35.5MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.08%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.93%    622kB / 712kB     0B / 24MB         40
4b76beba0bca   logstash              0.66%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.2MB       40
9d48986e2e38   kibana                2.93%     485.5MiB / 1GiB       47.41%    17MB / 86.7MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.3MB / 2.69MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.37%     1.452GiB / 2GiB       72.59%    86.5MB / 16.7MB   81.9kB / 52.8MB   88
8c8b2a42cbcb   mongo                 11.00%    107.6MiB / 1GiB       10.51%    337MB / 85.8GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              2.52%     103.2MiB / 512MiB     20.15%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.43%     917.4MiB / 1GiB       89.59%    2.3MB / 1.88MB    0B / 15.5MB       63 | Load Average:  1.98, 2.01, 1.95 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.551/1.850/2.148/0.192 Avg:ms Max:
2024-05-06 21:29:53 CPU Usage: 65.6% | Memory Usage: 27.43% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.54%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.8MB    39
893a597ee7e4   tripmanagementquery   0.60%     299.4MiB / 1GiB       29.23%    61.5MB / 25.6MB   0B / 32.9MB       63
a590ec851b1e   calculationservice    0.28%     7.648MiB / 1GiB       0.75%     56.4MB / 69.3MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     79.75%    400.3MiB / 1GiB       39.09%    86GB / 389MB      270kB / 171MB     53
542de0862de7   gmapsadapter          0.21%     68.37MiB / 1GiB       6.68%     35.5MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.08%     1.519GiB / 2GiB       75.93%    622kB / 712kB     0B / 24MB         40
4b76beba0bca   logstash              0.36%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                2.79%     485.5MiB / 1GiB       47.41%    17MB / 86.8MB     0B / 8.19kB       12
169fc0d27e17   monitor               2.44%     739.6MiB / 2GiB       36.11%    38.3MB / 2.7MB    0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.44%     1.452GiB / 2GiB       72.59%    86.5MB / 16.7MB   81.9kB / 52.8MB   88
8c8b2a42cbcb   mongo                 9.54%     107.6MiB / 1GiB       10.51%    337MB / 85.9GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              68.80%    102.7MiB / 512MiB     20.06%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.48%     917.4MiB / 1GiB       89.59%    2.3MB / 1.88MB    0B / 15.5MB       63 | Load Average:  1.90, 1.99, 1.94 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.564/1.716/1.917/0.126 Avg:ms Max:
2024-05-06 21:30:01 CPU Usage: 61.8% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.50%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.8MB    39
893a597ee7e4   tripmanagementquery   0.73%     299.4MiB / 1GiB       29.23%    61.5MB / 25.6MB   0B / 33MB         63
a590ec851b1e   calculationservice    0.38%     7.652MiB / 1GiB       0.75%     56.4MB / 69.3MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     81.36%    407.1MiB / 1GiB       39.75%    86.1GB / 389MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.20%     68.85MiB / 1GiB       6.72%     35.5MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.12%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.12%     1.519GiB / 2GiB       75.93%    622kB / 712kB     0B / 24MB         40
4b76beba0bca   logstash              0.38%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                3.62%     485.5MiB / 1GiB       47.41%    17MB / 86.8MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.22%     739.6MiB / 2GiB       36.11%    38.3MB / 2.7MB    0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.76%     1.452GiB / 2GiB       72.59%    86.6MB / 16.7MB   81.9kB / 52.8MB   88
8c8b2a42cbcb   mongo                 11.41%    107.5MiB / 1GiB       10.50%    338MB / 86.1GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              1.57%     102.7MiB / 512MiB     20.06%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.52%     917.4MiB / 1GiB       89.59%    2.3MB / 1.88MB    0B / 15.5MB       63 | Load Average:  1.83, 1.97, 1.94 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.781/1.844/1.885/0.041 Avg:ms Max:
2024-05-06 21:30:08 CPU Usage: 64.7% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.50%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.8MB    39
893a597ee7e4   tripmanagementquery   0.62%     299.4MiB / 1GiB       29.23%    61.5MB / 25.6MB   0B / 33MB         63
a590ec851b1e   calculationservice    0.29%     7.664MiB / 1GiB       0.75%     56.5MB / 69.4MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.75%    400.3MiB / 1GiB       39.10%    86.3GB / 390MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.18%     68.41MiB / 1GiB       6.68%     35.6MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.519GiB / 2GiB       75.93%    622kB / 713kB     0B / 24MB         40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                2.62%     485.5MiB / 1GiB       47.41%    17.1MB / 86.9MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.18%     739.6MiB / 2GiB       36.11%    38.4MB / 2.7MB    0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.52%     1.452GiB / 2GiB       72.59%    86.6MB / 16.7MB   81.9kB / 52.8MB   88
8c8b2a42cbcb   mongo                 10.73%    107.7MiB / 1GiB       10.51%    339MB / 86.3GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              1.90%     103.1MiB / 512MiB     20.13%    109MB / 108MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.42%     917.4MiB / 1GiB       89.59%    2.3MB / 1.88MB    0B / 15.5MB       63 | Load Average:  1.78, 1.95, 1.93 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.707/1.906/2.101/0.141 Avg:ms Max:
2024-05-06 21:30:16 CPU Usage: 58.8% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.39%     223.5MiB / 1GiB       21.83%    101MB / 131MB     4.1kB / 31.9MB    39
893a597ee7e4   tripmanagementquery   0.63%     299.4MiB / 1GiB       29.23%    61.6MB / 25.6MB   0B / 33MB         63
a590ec851b1e   calculationservice    0.18%     7.648MiB / 1GiB       0.75%     56.5MB / 69.4MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     85.29%    400.3MiB / 1GiB       39.09%    86.4GB / 390MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.12%     68.97MiB / 1GiB       6.74%     35.6MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.08%     21.83MiB / 1GiB       2.13%     18.3MB / 3.59MB   0B / 0B           6
9bc901cb6181   userservice           0.14%     1.519GiB / 2GiB       75.93%    622kB / 713kB     0B / 24MB         40
4b76beba0bca   logstash              0.64%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                2.77%     485.5MiB / 1GiB       47.41%    17.1MB / 86.9MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.19%     739.6MiB / 2GiB       36.11%    38.4MB / 2.71MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.31%     1.452GiB / 2GiB       72.59%    86.7MB / 16.7MB   81.9kB / 52.9MB   88
8c8b2a42cbcb   mongo                 10.71%    107.6MiB / 1GiB       10.51%    339MB / 86.4GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              1.11%     103.2MiB / 512MiB     20.16%    109MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.57%     917.4MiB / 1GiB       89.59%    2.3MB / 1.88MB    0B / 15.5MB       63 | Load Average:  1.90, 1.97, 1.94 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.749/1.948/2.148/0.160 Avg:ms Max:
2024-05-06 21:30:24 CPU Usage: 54.5% | Memory Usage: 27.42% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           10.93%    223.7MiB / 1GiB       21.84%    101MB / 131MB     4.1kB / 31.9MB    39
893a597ee7e4   tripmanagementquery   0.65%     299.4MiB / 1GiB       29.23%    61.6MB / 25.6MB   0B / 33MB         63
a590ec851b1e   calculationservice    0.23%     7.648MiB / 1GiB       0.75%     56.5MB / 69.5MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     86.32%    400.3MiB / 1GiB       39.09%    86.6GB / 391MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.14%     68.61MiB / 1GiB       6.70%     35.6MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.07%     21.83MiB / 1GiB       2.13%     18.3MB / 3.6MB    0B / 0B           6
9bc901cb6181   userservice           0.11%     1.519GiB / 2GiB       75.93%    622kB / 713kB     0B / 24MB         40
4b76beba0bca   logstash              0.66%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                3.73%     485.5MiB / 1GiB       47.41%    17.1MB / 87MB     0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.4MB / 2.71MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.79%     1.452GiB / 2GiB       72.59%    86.7MB / 16.7MB   81.9kB / 52.9MB   88
8c8b2a42cbcb   mongo                 7.61%     107.6MiB / 1GiB       10.51%    340MB / 86.6GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              2.46%     103.4MiB / 512MiB     20.20%    109MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.59%     917.4MiB / 1GiB       89.59%    2.31MB / 1.88MB   0B / 15.5MB       63 | Load Average:  1.82, 1.96, 1.93 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.758/2.171/3.399/0.620 Avg:ms Max:
2024-05-06 21:30:32 CPU Usage: 56.2% | Memory Usage: 27.42% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.44%     223.7MiB / 1GiB       21.84%    101MB / 131MB     4.1kB / 31.9MB    39
893a597ee7e4   tripmanagementquery   0.81%     299.4MiB / 1GiB       29.23%    61.6MB / 25.6MB   0B / 33MB         63
a590ec851b1e   calculationservice    0.23%     7.648MiB / 1GiB       0.75%     56.6MB / 69.5MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     80.63%    400.3MiB / 1GiB       39.09%    86.8GB / 392MB    270kB / 171MB     53
542de0862de7   gmapsadapter          0.15%     69.09MiB / 1GiB       6.75%     35.6MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.06%     21.83MiB / 1GiB       2.13%     18.3MB / 3.6MB    0B / 0B           6
9bc901cb6181   userservice           0.12%     1.519GiB / 2GiB       75.93%    622kB / 713kB     0B / 24MB         40
4b76beba0bca   logstash              0.70%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.3MB       40
9d48986e2e38   kibana                3.52%     485.5MiB / 1GiB       47.41%    17.1MB / 87MB     0B / 8.19kB       12
169fc0d27e17   monitor               2.41%     739.6MiB / 2GiB       36.11%    38.5MB / 2.72MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.66%     1.452GiB / 2GiB       72.59%    86.8MB / 16.7MB   81.9kB / 52.9MB   88
8c8b2a42cbcb   mongo                 8.12%     107.6MiB / 1GiB       10.51%    340MB / 86.8GB    41kB / 220MB      23
7cac5634af4e   rabbitmq              1.81%     103.4MiB / 512MiB     20.20%    109MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.08%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.65%     917.4MiB / 1GiB       89.59%    2.31MB / 1.88MB   0B / 15.5MB       63 | Load Average:  1.86, 1.96, 1.93 | Process Count: 313 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.668/1.778/1.939/0.092 Avg:ms Max:
2024-05-06 21:30:40 CPU Usage: 56.2% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.46%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 31.9MB    39
893a597ee7e4   tripmanagementquery   0.75%     299.4MiB / 1GiB       29.23%    61.6MB / 25.6MB   0B / 33.1MB       63
a590ec851b1e   calculationservice    0.18%     7.648MiB / 1GiB       0.75%     56.6MB / 69.5MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     83.94%    400.4MiB / 1GiB       39.10%    87GB / 392MB      270kB / 171MB     53
542de0862de7   gmapsadapter          0.14%     68.65MiB / 1GiB       6.70%     35.6MB / 26.1MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.06%     21.83MiB / 1GiB       2.13%     18.4MB / 3.6MB    0B / 0B           6
9bc901cb6181   userservice           0.10%     1.519GiB / 2GiB       75.94%    623kB / 714kB     0B / 24MB         40
4b76beba0bca   logstash              0.73%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB       40
9d48986e2e38   kibana                3.46%     485.5MiB / 1GiB       47.41%    17.1MB / 87.1MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     739.6MiB / 2GiB       36.11%    38.5MB / 2.72MB   0B / 37.1MB       18
8e05f3f7005f   elasticsearch         0.84%     1.452GiB / 2GiB       72.59%    86.8MB / 16.7MB   81.9kB / 52.9MB   88
8c8b2a42cbcb   mongo                 8.33%     107.7MiB / 1GiB       10.51%    341MB / 86.9GB    41kB / 221MB      23
7cac5634af4e   rabbitmq              2.16%     103.4MiB / 512MiB     20.20%    109MB / 109MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.81%     917.4MiB / 1GiB       89.59%    2.31MB / 1.88MB   0B / 15.5MB       63 | Load Average:  1.79, 1.94, 1.93 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.316/1.656/1.878/0.185 Avg:ms Max:
2024-05-06 21:30:48 CPU Usage: 59.4% | Memory Usage: 27.42% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.38%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32MB    39
893a597ee7e4   tripmanagementquery   0.60%     299.4MiB / 1GiB       29.23%    61.7MB / 25.6MB   0B / 33.1MB     63
a590ec851b1e   calculationservice    0.20%     7.664MiB / 1GiB       0.75%     56.6MB / 69.6MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.05%    400.4MiB / 1GiB       39.10%    87.1GB / 393MB    270kB / 171MB   53
542de0862de7   gmapsadapter          0.12%     69.27MiB / 1GiB       6.76%     35.6MB / 26.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.06%     21.84MiB / 1GiB       2.13%     18.4MB / 3.6MB    0B / 0B         6
9bc901cb6181   userservice           0.10%     1.519GiB / 2GiB       75.94%    623kB / 714kB     0B / 24MB       40
4b76beba0bca   logstash              0.36%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB     40
9d48986e2e38   kibana                2.75%     485.5MiB / 1GiB       47.41%    17.1MB / 87.2MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.89%     739.6MiB / 2GiB       36.11%    38.5MB / 2.72MB   0B / 37.1MB     18
8e05f3f7005f   elasticsearch         0.56%     1.452GiB / 2GiB       72.59%    86.9MB / 16.8MB   81.9kB / 53MB   88
8c8b2a42cbcb   mongo                 7.88%     107.9MiB / 1GiB       10.53%    341MB / 87.1GB    41kB / 221MB    23
7cac5634af4e   rabbitmq              22.36%    103.5MiB / 512MiB     20.21%    109MB / 109MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB     38
bad4d64f3501   discoveryservice      0.42%     917.4MiB / 1GiB       89.59%    2.31MB / 1.88MB   0B / 15.5MB     63 | Load Average:  1.67, 1.91, 1.92 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.858/1.952/2.049/0.065 Avg:ms Max:
2024-05-06 21:30:56 CPU Usage: 62.5% | Memory Usage: 27.41% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.38%     223.7MiB / 1GiB       21.84%    101MB / 132MB     4.1kB / 32MB    39
893a597ee7e4   tripmanagementquery   0.77%     299.4MiB / 1GiB       29.23%    61.7MB / 25.6MB   0B / 33.1MB     63
a590ec851b1e   calculationservice    0.27%     7.469MiB / 1GiB       0.73%     56.7MB / 69.6MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     81.66%    406.4MiB / 1GiB       39.69%    87.3GB / 393MB    270kB / 171MB   53
542de0862de7   gmapsadapter          0.19%     68.86MiB / 1GiB       6.72%     35.6MB / 26.2MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     21.84MiB / 1GiB       2.13%     18.4MB / 3.6MB    0B / 0B         6
9bc901cb6181   userservice           0.12%     1.519GiB / 2GiB       75.94%    623kB / 714kB     0B / 24MB       40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.9kB / 2.75kB   0B / 19.4MB     40
9d48986e2e38   kibana                2.68%     485.5MiB / 1GiB       47.41%    17.1MB / 87.2MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.19%     739.6MiB / 2GiB       36.11%    38.6MB / 2.73MB   0B / 37.1MB     18
8e05f3f7005f   elasticsearch         0.25%     1.452GiB / 2GiB       72.59%    87MB / 16.8MB     81.9kB / 53MB   88
8c8b2a42cbcb   mongo                 10.72%    107.7MiB / 1GiB       10.52%    342MB / 87.3GB    41kB / 221MB    23
7cac5634af4e   rabbitmq              3.24%     103.5MiB / 512MiB     20.21%    109MB / 109MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    324kB / 395kB     0B / 13.1MB     38
bad4d64f3501   discoveryservice      0.44%     917.4MiB / 1GiB       89.59%    2.31MB / 1.88MB   0B / 15.5MB     63 | Load Average:  1.77, 1.93, 1.92 | Process Count: 314 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.493/1.749/2.075/0.201 Avg:ms Max:
